,nodeid1,nodeid2,label
0,54854,39436,0
1,32773,23373,0
2,48391,18152,0
3,1521,38903,0
4,9256,14160,0
5,43594,33954,0
6,19492,55841,0
7,47074,17528,0
8,6842,50938,0
9,43836,65751,0
10,47693,23742,0
11,21811,5376,0
12,19860,16505,0
13,64158,25286,0
14,18130,31536,0
15,33659,45749,0
16,1300,23827,0
17,67365,50636,0
18,39445,54357,0
19,63292,15069,0
20,45689,52844,0
21,4305,41959,0
22,59323,57562,0
23,29721,24973,0
24,45658,49507,0
25,2705,22335,0
26,25064,1959,0
27,1220,59308,0
28,42562,50706,0
29,59073,26514,0
30,31859,52870,0
31,23388,60203,0
32,3322,58039,0
33,23086,17488,0
34,18554,1677,0
35,8419,48647,0
36,33024,1054,0
37,34850,24615,0
38,58913,27553,0
39,23779,423,0
40,51556,55953,0
41,23849,221,0
42,39751,45124,0
43,23805,46580,0
44,7017,3089,0
45,44645,5907,0
46,30547,4483,0
47,23537,6046,0
48,49115,41558,0
49,49141,41997,0
50,68265,7901,0
51,37619,12654,0
52,64712,22113,0
53,29310,5422,0
54,5575,17245,0
55,47017,14444,0
56,6913,10946,0
57,20542,57949,0
58,4516,22146,0
59,50925,63615,0
60,37045,50523,0
61,22100,32028,0
62,16840,38961,0
63,30802,7841,0
64,64112,35120,0
65,66274,49250,0
66,21212,41240,0
67,3110,49844,0
68,44177,40155,0
69,32041,38717,0
70,59637,41460,0
71,21623,5420,0
72,38797,54377,0
73,31042,62400,0
74,37604,61762,0
75,26328,43896,0
76,35232,65160,0
77,41287,2776,0
78,7697,56971,0
79,66317,57081,0
80,31633,57277,0
81,59120,18719,0
82,2277,41306,0
83,56488,51598,0
84,40881,12155,0
85,17374,41785,0
86,59585,23150,0
87,4001,23150,0
88,10856,17871,0
89,46309,57157,0
90,57234,6299,0
91,27260,40105,0
92,6014,6449,0
93,49994,21144,0
94,9934,14339,0
95,63365,67387,0
96,52710,32462,0
97,50562,1598,0
98,19471,49588,0
99,62487,9574,0
100,57138,13345,0
101,10411,16546,0
102,22760,22164,0
