,nodeid1,nodeid2,label
0,33754,467,0
1,42932,3423,0
2,29894,52629,0
3,37034,28990,0
4,511,67749,0
5,22407,58815,0
6,13459,60293,0
7,39253,628,0
8,37732,47686,0
9,38308,46398,0
10,39596,50237,0
11,65066,40460,0
12,49281,9043,0
13,56596,15224,0
14,25262,14384,0
15,39086,64823,0
16,49190,42219,0
17,33565,157,0
18,59849,37644,0
19,883,13789,0
20,4408,62429,0
21,30056,10873,0
22,34806,58581,0
23,38225,17475,0
24,43640,38817,0
25,14542,25397,0
26,35976,31672,0
27,933,25564,0
28,34514,53467,0
29,33614,39869,0
30,36911,60909,0
31,964,50470,0
32,12467,40350,0
33,16954,54459,0
34,11285,39537,0
35,62097,53265,0
36,33933,43428,0
37,20881,29092,0
38,15422,20477,0
39,3135,18307,0
40,28244,45897,0
41,60881,32417,0
42,61810,21408,0
43,34522,60365,0
44,20334,39286,0
45,31315,36378,0
46,2500,13770,0
47,51193,18233,0
48,36824,57903,0
49,7528,9646,0
50,23513,34092,0
51,67276,41516,0
52,42602,51504,0
53,4258,11292,0
54,23291,49058,0
55,14720,36195,0
56,9966,11287,0
57,59716,1874,0
58,862,7117,0
59,62743,23098,0
60,65916,38233,0
61,63295,5215,0
62,21656,49759,0
63,43852,35900,0
64,22304,6168,0
65,14943,3200,0
66,23649,39744,0
67,23775,21831,0
68,59222,41005,0
69,34740,65349,0
70,56245,16177,0
71,21827,40242,0
72,6116,55183,0
73,51819,5541,0
74,40689,57781,0
75,60838,2538,0
76,4729,30797,0
77,37637,11677,0
78,21714,49298,0
79,54323,15740,0
80,36949,59629,0
81,51841,15146,0
82,29244,11851,0
83,20295,38128,0
84,41732,49517,0
85,8068,31054,0
86,50546,26082,0
87,50005,39759,0
88,8040,56056,0
89,28055,5764,0
90,34485,55593,0
91,48145,54627,0
92,7093,18765,0
93,64531,32985,0
94,14108,30904,0
95,57123,7561,0
96,21436,29577,0
97,25629,13217,0
98,59058,38501,0
99,40190,15357,0
100,60653,6084,0
101,1591,16656,0
102,28248,26098,0
