,nodeid1,nodeid2,label
0,112281,47276,0
1,12281,32478,0
2,16352,145180,0
3,9818,19488,0
4,128090,18067,0
5,49458,82763,0
6,88706,75762,0
7,85165,18149,0
8,150888,82697,0
9,75245,74747,0
10,9421,137213,0
11,15703,117743,0
12,92873,61589,0
13,109068,91302,0
14,95570,105124,0
15,18074,94464,0
16,55210,71303,0
17,115065,41142,0
18,60072,126039,0
19,128251,38885,0
20,83737,134182,0
21,43853,2315,0
22,36751,116651,0
23,71520,32758,0
24,62789,126126,0
25,14008,50579,0
26,103795,23950,0
27,94371,80483,0
28,22669,123271,0
29,91798,75077,0
30,79513,35574,0
31,114451,139195,0
32,87253,90741,0
33,23574,113905,0
34,71914,113744,0
35,111716,80189,0
36,118337,89128,0
37,92379,114026,0
38,59038,22882,0
39,150581,83920,0
40,26628,91470,0
41,117964,52384,0
42,85898,124101,0
43,43275,9674,0
44,78182,153932,0
45,10257,145888,0
46,121260,96744,0
47,54625,145694,0
48,16927,134230,0
49,54159,101886,0
50,132815,30386,0
51,54263,86166,0
52,138999,61403,0
53,45428,67849,0
54,114724,138810,0
55,78046,5417,0
56,14413,74054,0
57,85849,84353,0
58,147851,3,0
59,27521,92292,0
60,26056,92173,0
61,2434,92315,0
62,3380,72635,0
63,52506,133902,0
64,44977,109624,0
65,116160,109779,0
66,37873,62985,0
67,130014,6821,0
68,131037,132394,0
69,108838,1194,0
70,51033,6965,0
71,3178,11193,0
72,88121,1988,0
73,132180,126410,0
74,45893,119095,0
75,81228,18851,0
76,5741,26759,0
77,153239,131754,0
78,12290,12643,0
79,112340,80116,0
80,112199,8440,0
81,130117,18850,0
82,29314,39156,0
83,118263,59085,0
84,115214,8290,0
85,115421,153063,0
86,67943,12339,0
87,81820,47004,0
88,9749,102509,0
89,126902,123958,0
90,82537,71507,0
91,87833,55776,0
92,54015,137689,0
93,123357,68722,0
94,66116,121139,0
95,6648,86838,0
96,17243,59337,0
97,93192,80574,0
98,120687,87465,0
99,153925,32379,0
100,131940,51827,0
101,136570,68734,0
102,38941,136521,0
103,111686,109224,0
104,45895,82267,0
105,59790,133107,0
106,48897,30207,0
107,152929,40633,0
108,31656,47158,0
109,132973,154339,0
110,45889,137638,0
111,114494,68451,0
112,90577,53751,0
113,6341,122708,0
114,4593,127274,0
115,20642,151160,0
116,92192,57712,0
117,84244,119105,0
118,92242,17366,0
119,134487,61914,0
120,42271,83337,0
121,143269,8907,0
122,107650,104573,0
123,12008,61094,0
124,49660,147312,0
125,98074,69403,0
126,91962,749,0
127,86909,129454,0
128,152898,101519,0
129,54102,85259,0
130,115998,47878,0
131,102832,131418,0
132,17487,114695,0
133,11249,37869,0
134,5795,103117,0
135,119782,53399,0
136,4973,22317,0
137,69689,112680,0
138,39303,3847,0
139,78931,119351,0
140,34209,107056,0
141,145963,26619,0
142,44615,43337,0
143,91515,147898,0
144,97181,40474,0
145,29839,3404,0
146,33020,96888,0
147,103981,20723,0
148,9204,77062,0
149,56446,79439,0
150,82537,145925,0
151,56045,115510,0
152,123966,149823,0
153,144293,46674,0
154,118789,72461,0
155,24962,1035,0
156,142009,132429,0
157,36397,124076,0
158,106335,24174,0
159,64666,65,0
160,72876,125441,0
161,51185,25088,0
162,135970,6369,0
163,138423,29099,0
164,57707,67935,0
165,24101,90615,0
166,93927,94760,0
167,123656,132868,0
168,62273,126917,0
169,135151,66897,0
170,39617,15834,0
171,100911,42185,0
172,50178,33215,0
173,110973,72966,0
174,136968,111970,0
175,67424,143180,0
176,3029,127021,0
177,154513,95377,0
178,53947,115291,0
179,86496,21032,0
180,128975,98251,0
181,146181,79874,0
182,47315,140439,0
183,117535,111727,0
184,145815,86373,0
185,134804,74257,0
186,104970,122969,0
187,7630,132895,0
188,20692,29401,0
189,50977,109146,0
190,108580,17739,0
191,52402,34855,0
192,94918,71315,0
193,129086,43308,0
194,52890,112708,0
195,1021,90786,0
196,83003,130108,0
197,136289,140401,0
198,61765,47593,0
199,3615,54528,0
200,148152,80464,0
201,132670,45530,0
202,113980,74391,0
203,107501,15505,0
204,75583,61384,0
205,133410,20738,0
206,35813,30382,0
207,10309,9631,0
208,54177,27758,0
209,133961,3061,0
210,128676,102424,0
211,9955,60422,0
212,135810,11342,0
213,39582,149819,0
214,134495,92211,0
215,36913,84685,0
216,82917,102452,0
217,70960,125617,0
218,74869,75746,0
219,53582,99194,0
220,53377,136336,0
221,70029,61039,0
222,14543,121384,0
223,81936,96602,0
224,90155,135517,0
225,40249,28468,0
226,34513,143104,0
227,71578,114344,0
228,29331,39942,0
229,34087,23902,0
230,113304,152937,0
231,129661,30879,0
232,136134,64090,0
233,11323,93346,0
234,126046,100594,0
235,82644,146141,0
236,1103,103714,0
237,146576,46474,0
238,46031,39576,0
239,12345,99132,0
240,122225,89941,0
241,53219,64444,0
242,33162,144018,0
243,19541,105995,0
244,33197,60247,0
245,153811,109557,0
246,10656,93229,0
247,129647,28579,0
248,89438,13819,0
249,114912,119523,0
250,69967,92672,0
251,149714,128324,0
252,136067,58202,0
253,31385,19056,0
254,37966,18587,0
255,146602,67409,0
256,7331,18334,0
257,104640,137577,0
258,21867,104509,0
259,14868,19330,0
260,72161,140085,0
261,54657,11193,0
262,19277,111893,0
263,54075,2080,0
264,129299,71728,0
265,34903,134257,0
266,24649,110382,0
267,118526,1006,0
268,151053,17298,0
269,104457,11055,0
270,88608,118872,0
271,36125,50485,0
272,28470,135952,0
273,86228,66325,0
274,56613,6705,0
275,73523,92650,0
276,8352,106806,0
277,8298,90249,0
278,108041,117839,0
279,155147,50032,0
280,68853,93607,0
281,114761,48707,0
282,78053,67924,0
283,69230,40490,0
284,15626,149670,0
285,58338,29607,0
286,35297,105347,0
287,78180,18998,0
288,37207,21655,0
289,42310,71176,0
290,89202,125879,0
291,124408,83653,0
292,147646,54958,0
293,4004,123755,0
294,88860,33124,0
295,140523,2997,0
296,138064,94470,0
297,34729,29369,0
298,25534,19044,0
299,68750,70368,0
300,49723,59314,0
301,86513,30938,0
302,48619,121656,0
303,146902,148073,0
304,108440,57354,0
305,82464,97652,0
306,13275,123275,0
307,87286,50233,0
308,109477,78968,0
309,83088,26919,0
310,154034,62277,0
311,63433,14533,0
312,43397,91716,0
313,117481,144488,0
314,65883,36714,0
315,91595,140688,0
316,149588,105168,0
317,66499,17087,0
318,97073,66642,0
319,152460,109038,0
320,35945,34849,0
321,106819,49272,0
322,24560,51401,0
323,19409,24261,0
324,98459,117838,0
325,145851,37784,0
326,45073,16670,0
327,129671,17874,0
328,90164,63099,0
329,93588,10395,0
330,87060,54485,0
331,62742,16489,0
332,329,5263,0
333,74190,76192,0
334,75288,51591,0
335,88962,140379,0
336,128737,28076,0
337,59115,98046,0
338,153898,109207,0
339,100446,118881,0
340,40948,47924,0
341,144196,13743,0
342,22211,7440,0
343,127768,139969,0
344,73371,116782,0
345,95070,19680,0
346,94690,143895,0
347,42541,114844,0
348,86824,15540,0
349,96975,67819,0
350,12907,146887,0
351,56212,43116,0
352,116814,68747,0
353,152460,102028,0
354,8688,34893,0
355,64937,112544,0
356,148235,70127,0
357,13708,35231,0
358,137584,96919,0
359,92636,34458,0
360,30975,121708,0
361,30730,101623,0
362,94511,151342,0
363,54467,18679,0
364,109771,12139,0
365,134479,3215,0
366,10690,121948,0
367,69953,53660,0
368,88662,146875,0
369,97241,23118,0
370,147735,32369,0
371,3445,61593,0
372,54812,33742,0
373,75427,70379,0
374,100446,85884,0
375,83085,47006,0
376,99690,14190,0
377,54343,137496,0
378,143502,77511,0
379,35273,25000,0
380,141357,53352,0
381,81996,87595,0
382,48741,71728,0
383,89992,135543,0
384,71113,123958,0
385,87172,46615,0
386,81205,2318,0
387,79203,122950,0
388,59231,110241,0
389,4968,25791,0
390,82750,151020,0
391,86696,14419,0
392,152959,146758,0
393,482,44457,0
394,59966,85775,0
395,128285,144056,0
396,130868,123135,0
397,130117,45294,0
398,16856,24124,0
399,131385,120099,0
400,88728,103777,0
401,33094,115819,0
402,69939,137307,0
403,106048,28720,0
404,49071,96135,0
405,46640,37386,0
406,121229,34069,0
407,24888,22598,0
408,127443,136788,0
409,122478,93044,0
410,110820,5438,0
411,89121,40228,0
412,35448,121601,0
413,25332,68000,0
414,19925,142959,0
415,116587,153907,0
416,40648,131291,0
417,74782,94998,0
418,28354,21505,0
419,144773,147139,0
420,72925,16810,0
421,18029,109921,0
422,44464,56652,0
423,126323,133641,0
424,123651,1495,0
425,55810,85354,0
426,74623,50426,0
427,111553,88634,0
428,7582,54805,0
429,111320,123060,0
430,95096,149748,0
431,80587,35396,0
432,27301,47562,0
433,7437,114030,0
434,146140,64113,0
435,149501,49450,0
436,146050,9926,0
437,13150,123471,0
438,76289,28198,0
439,148037,146318,0
440,58599,77364,0
441,143266,91734,0
442,93846,5688,0
443,143980,60574,0
444,117805,149661,0
445,17053,20565,0
446,145081,74725,0
447,63835,78424,0
448,1269,26178,0
449,100492,28393,0
450,21127,72924,0
451,21607,123771,0
452,31050,80663,0
453,67147,83835,0
454,29778,121690,0
455,33551,108171,0
456,44911,22241,0
457,118360,135754,0
458,2933,115464,0
459,66816,66752,0
460,111585,11961,0
461,12706,13176,0
462,64564,141728,0
463,154643,61633,0
464,145158,150261,0
465,78713,112860,0
466,14990,2774,0
467,32262,92143,0
468,76959,150654,0
469,96426,21573,0
470,38881,30518,0
471,146847,101477,0
472,79004,132922,0
473,132731,138429,0
474,127965,125135,0
475,82927,139500,0
476,3437,23883,0
477,107416,22315,0
478,7003,62364,0
479,37121,99618,0
480,90350,28729,0
481,48338,85935,0
482,15707,154606,0
483,128088,76313,0
484,86361,107850,0
485,88279,35369,0
486,2967,154054,0
487,155089,110358,0
488,115742,60137,0
489,6678,70501,0
490,116991,67369,0
491,73123,92892,0
492,2569,68472,0
493,110841,97200,0
494,53729,80001,0
495,6553,72866,0
496,58625,69520,0
497,122128,10367,0
498,40452,136553,0
499,144875,42384,0
500,36197,2349,0
501,63296,135981,0
502,130030,68648,0
503,7075,145251,0
504,45843,65995,0
505,88924,79445,0
506,26973,53581,0
507,137677,143314,0
508,7517,85049,0
509,102982,73500,0
510,56361,104396,0
511,104958,132352,0
512,35227,21316,0
513,69453,98684,0
514,75811,126674,0
515,16803,51426,0
516,85207,64728,0
517,70853,110621,0
518,26282,36049,0
519,9202,48176,0
520,118842,22518,0
521,141154,75224,0
522,23992,89212,0
523,106650,67730,0
524,135170,91130,0
525,67705,87117,0
526,71481,29702,0
527,70174,2840,0
528,72010,145217,0
529,40469,38798,0
530,123746,75847,0
531,138844,117579,0
532,8340,78335,0
533,48889,22067,0
534,92258,139405,0
535,5267,88293,0
536,114631,103599,0
537,34790,119265,0
538,101143,119364,0
539,104627,131894,0
540,46521,48020,0
541,142327,48154,0
542,97990,2157,0
543,22834,13378,0
544,150975,114492,0
545,132337,95668,0
546,70817,11190,0
547,129676,34367,0
548,113356,781,0
549,75438,30860,0
550,67221,40426,0
551,84608,52977,0
552,24659,101175,0
553,59008,106565,0
554,99935,5314,0
555,54541,86821,0
556,14483,107318,0
557,23135,60606,0
558,19621,123863,0
559,31520,104668,0
560,35801,10602,0
561,86797,33816,0
562,153094,90840,0
563,58312,150154,0
564,130038,32026,0
565,5655,82288,0
566,61214,35230,0
567,92694,95988,0
568,144556,52578,0
569,142947,65868,0
570,93241,111865,0
571,21957,114044,0
572,135371,125005,0
573,23587,80532,0
574,40525,44669,0
575,10766,14361,0
576,131151,128076,0
577,62137,71405,0
578,112087,63286,0
579,151463,8719,0
580,15398,26087,0
581,99637,130405,0
582,133012,121872,0
583,29313,40524,0
584,127821,45495,0
585,116026,108977,0
586,111739,76713,0
587,86484,73596,0
588,20615,111023,0
589,61060,105828,0
590,25751,143508,0
591,130858,35357,0
592,119329,1515,0
593,812,39936,0
594,55579,80030,0
595,91366,21723,0
596,10883,138293,0
597,92016,44411,0
598,98014,62643,0
599,145696,61522,0
600,131714,65814,0
601,134801,134178,0
602,12147,61470,0
603,117118,33306,0
604,70763,143330,0
605,89057,103135,0
606,81317,13582,0
607,144282,155100,0
608,141126,99125,0
609,88769,62654,0
610,63965,56818,0
611,136113,30548,0
612,118925,131105,0
613,69336,112090,0
614,107506,83833,0
615,57205,109009,0
616,34482,102297,0
617,85042,49568,0
618,83110,146492,0
619,86789,14799,0
620,65807,145923,0
621,97212,144693,0
622,76717,154560,0
623,25188,78968,0
624,57441,99672,0
625,99149,144172,0
626,125831,47858,0
627,112205,2097,0
628,63859,7916,0
629,106651,152218,0
630,53654,23275,0
631,93765,126248,0
632,121530,102513,0
633,118589,111608,0
634,42721,85040,0
635,52428,83331,0
636,70804,127676,0
637,17617,31736,0
638,24504,33440,0
639,149054,3853,0
640,48385,38321,0
641,37822,35801,0
642,40740,66967,0
643,82090,66522,0
644,59622,34199,0
645,104231,124579,0
646,17559,96470,0
647,9305,4539,0
