,nodeid1,nodeid2,label
0,34069,12082,0
1,23718,56079,0
2,45494,59317,0
3,30232,12843,0
4,20815,65417,0
5,31538,61141,0
6,55089,61642,0
7,54645,46522,0
8,19938,16713,0
9,42456,42220,0
10,5566,49869,0
11,56456,24906,0
12,2348,23988,0
13,63803,10851,0
14,2116,6669,0
15,53601,10857,0
16,59499,29346,0
17,34674,68414,0
18,277,11356,0
19,25109,56388,0
20,39001,31475,0
21,54642,12376,0
22,12616,14340,0
23,3291,1024,0
24,53059,9646,0
25,55075,67369,0
26,46185,50378,0
27,49158,5188,0
28,4025,14343,0
29,4608,50592,0
30,12234,28127,0
31,3420,59457,0
32,64972,63566,0
33,19225,17570,0
34,42644,42187,0
35,31718,21220,0
36,46497,19685,0
37,2169,30607,0
38,61865,21068,0
39,21046,22440,0
40,38597,10476,0
41,37338,2462,0
42,52982,17643,0
43,48077,61060,0
44,32368,61025,0
45,21243,7701,0
46,23716,21486,0
47,57183,52334,0
48,65435,2135,0
49,29498,51637,0
50,16009,24639,0
51,35667,24710,0
52,4016,58723,0
53,31338,3328,0
54,5011,59672,0
55,65423,31579,0
56,32200,56849,0
57,26325,3594,0
58,3445,7328,0
59,53152,22443,0
60,66321,64859,0
61,45728,31011,0
62,3730,26452,0
63,18786,3513,0
64,892,62397,0
65,54649,37596,0
66,5149,27403,0
67,49689,62140,0
68,21047,21946,0
69,1968,11326,0
70,18375,13918,0
71,45249,31847,0
72,22773,21211,0
73,19168,18976,0
74,27655,53589,0
75,53647,44586,0
76,44882,16095,0
77,53071,26730,0
78,2923,9721,0
79,7020,49951,0
80,59087,42487,0
81,45045,30450,0
82,509,2997,0
83,49303,21726,0
84,9643,35818,0
85,24291,48624,0
86,8777,67989,0
87,61697,19574,0
88,22482,22811,0
89,26801,56734,0
90,36812,43181,0
91,12433,33251,0
92,51176,8614,0
93,38626,2894,0
94,60825,9882,0
95,47090,62682,0
96,45756,2949,0
97,31234,63705,0
98,51972,57998,0
99,55918,12168,0
100,29741,61025,0
101,60759,20050,0
102,47281,38167,0
